rule_id,rule_type,headword,key_reading,key_gloss,page,output_index,replacement_reading,replacement_gloss,enabled,review_status,note
007-reading-5125daf3672ebdfe,reading,,kang tîeh cìeⁿ-seⁿ ēng cìaⁿ sĭ en huap,expend your strengh thus and that will be according to the right method.,244,1,kang tîeh cìeⁿ-seⁿ ēng cìaⁿ sĭen huap,,true,pending,
007-review-973df09910a27835,review,,"chîang kang, tăi hó̤",a long and great river; the Yangtse.,244,1,"chîang kang, tăi hô̤",,true,pending,
007-review-f1d7c772a62a1d13,review,,iu kang,to seduce.,244,1,íu kang,,true,pending,
007-review-4ba2fb66f7bd5076,review,,kang tîeh cìeⁿ-seⁿ ēng cìaⁿ sĭ en huap,expend your strengh thus and that will be according to the right method.,244,1,kang tîeh cìeⁿ-seⁿ ēng cìaⁿ sĭen huap,expend your strength thus and that will be according to the right method.,true,pending,
007-reading-ad034d0a5b4d85f1,reading,,cí kâi nâng lṳ́ng-kàng,this person has fine executive ability.,245,1,cí kâi nâng lêng-kàng,,true,pending,
007-reading-c3e45945e37ecd55,reading,,cía sĭ tī cêk káng mâng kâi?,From what port is this brought?,245,1,cía sĭ tī cêk káng mn̂g kâi,,true,pending,
007-review-50c6731021eb537e,review,,cêk câi ŭ káng bw̄n tàⁿ,there were fully ten thousand piculs in the load.,245,1,cêk cāi ŭ káng bw̄n tàⁿ,,true,pending,
007-review-d66194274375bd92,review,,"cìa sĭ káng khueh, a sĭ hŵn khueh?",Does this require prolonged labor or not?,245,1,"cía sĭ káng khueh, a sĭ hŵn khueh",,true,pending,
007-review-aa0371164677c7d1,review,,i sĭ tó̤ káng kó a,lie is narrating old stories; is talking about old times.,245,1,,he is narrating old stories; is talking about old times.,true,pending,
007-review-5bef8debd479d738,review,,káng-kói,to expouud.,245,1,,to expound.,true,pending,
007-reading-d48624bacc6d41b5,reading,,kap-pô̤ thìo hn̆g sīm kú,"after a long leap, the toad rests a long time.",246,1,kap-pô̤ thìo hn̆g sĭm kú,,true,pending,
007-reading-47e9e1c0ce673651,reading,,tâng cîⁿ kap pńg kāi,joint capital.,246,1,tâng cîⁿ kap pńg kâi,,true,pending,
007-review-7a457d433c10013e,review,,cang pât sṳ̄ lái kòng kàng,give reproof by innuendo.,246,1,cang pât sṳ̄ lâi kòng kàng,,true,pending,
007-review-06f5fdbc5d43d40e,review,,cía ūe lṳ́ ŭ kāng i tàⁿ a bô?,Did you tell him this or not?,246,1,cía ūe lṳ́ ŭ kāng i tàⁿ a bô̤,,true,pending,
007-review-e8cb3c98a54aa5d6,review,,i khó-khó káng-có̤,he put a stop to it by giving unpalatable advice.,246,1,i khó-khó kàng-có̤,,true,pending,
007-review-1cbba9af6b769cd6,review,,kap tit bûa kap m̄ bûa?,Do they fit in to each other so as to join or not?,246,1,kap tit bûa a kap m̄ bûa ?,,true,pending,
007-review-361505c985f27f37,review,,kap-páng cún,a ship.,246,1,kap-páng cûn,,true,pending,
007-review-1bbfdb5c0ed697b3,review,,kíaⁿ kap-páng,be a sailor on board a ship.,246,1,kîaⁿ kap-páng,,true,pending,
007-review-29b3171293312591,review,,maiⁿ kāng i khṳ̀,do not go with him.,246,1,màiⁿ kāng i khṳ̀,,true,pending,
007-reading-e29d26c870825b84,reading,,cí kâi sîn-seⁿ sĭm kau mîaⁿ,this teacher has a great name.,247,1,cí kâi sin-seⁿ sĭm kau mîaⁿ,,true,pending,
007-review-726095c7a7534636,review,,kau-ìⁿ,an arm chair.,247,1,kau-íⁿ,,true,pending,
007-review-85d63b94ea0ba24d,review,,ngō̤ tîeh cí hûe kau-héng,it happens that he is just now much elated.,247,1,ngŏ̤ tîeh cí hûe kau-hèng,,true,pending,
007-review-47482d6340d353b7,review,,tŏ̤ cí gūa kau phêng chú íu tiêh ŭ sín,in forming friendships out here one has to exercise faith.,247,1,tŏ̤ cí gūa kau phêng chú íu tîeh ŭ sìn,,true,pending,
007-review-34a8ddda959fe140,review,,"cí cho̤h châng múa-tī-kò kâi kau-khut chim, cúi ŭaⁿ to m̄ ùi","in these fields hereabouts the ditches and ponds are deep, and there is no fear of danger from drought.",248,1,"cí cho̤h châng múa-tī-kò̤ kâi kau-khut chim, cúi ŭaⁿ to m̄ ùi",,true,pending,
007-review-a29ea698bb0dd4c7,review,,cúi kau sak khṳ̀; khîeh ki mûeh khù thn̄g i thong,"the drain is clogged, get something and poke it open.",248,1,"cúi kau sak khṳ̀, khîeh ki mûeh khṳ̀ thn̄g i thong",,true,pending,
007-review-b6546e2ce7f11c5b,review,,kho káu khṳ̀ ciah,call the dog to its food.,248,1,kho káu khṳ̀ cîah,,true,pending,
007-review-b8f9cda0b8c73f35,review,,lì ke choiⁿ lí màiⁿ cîah káu-kí,"when a thousand miles from home, one should not eat barberry preserves.",248,1,lî ke choiⁿ lí màiⁿ cîah káu-kí,,true,pending,
007-review-53cd5d29a926a2cb,review,,o-cí-kau phûe-bé-kùa cêk kâi ēng jìeh cōi ngṳ̂n?,How much does a riding jacket of naturally black lamb skin cost?,248,1,o-cí-kau phûe-bé-kùa cêk kâi ēng jîeh cōi ngṳ̂n ?,,true,pending,
007-reading-54d21ac6e2bf124f,reading,,cía sí kàu-kâi kâi,this is a whole one.,249,1,cía sĭ kàu-kâi kâi,,true,pending,
007-reading-9b41a97010013a14,reading,,khut i thit-thô̤ kàu kàu,let him amuse himself as much as he pleases.,249,1,khṳt i thit-thô̤ kàu kàu,,true,pending,
007-reading-a128f4dbd79ae556,reading,,nín ke lǎi kâi gûeh câp-kâi-ngṳ̂n kàu nín sṳ-hùi mĕ?,Is ten dollars a month sufficient to meet the expenses of your household?,249,1,nín ke lăi kâi gûeh câp-kâi-ngṳ̂n kàu nín sṳ-hùi mĕ,,true,pending,
007-reading-77be9281983803b3,reading,,phah kàu phàaⁿ-sìeⁿ,beat so much as to maim.,249,1,phah kàu phùaⁿ-sìeⁿ,,true,pending,
007-review-2dcfef86ff9d937d,review,,a-phìen thô bói kàu lîap ŏi ío phíⁿ mē?,Is opium cheaper if you buy a whole ball?,249,1,a-phìen thô bói kàu lîap ŏi ío phīⁿ mē,,true,pending,
007-review-2f0de32b9d693378,review,,"i sĭeⁿ tit kàu, ua sĭeⁿ m̄ kàu","he thought of it, but I did not.",249,1,"i sĭeⁿ tit kàu, úa sĭeⁿ m̄ kàu",,true,pending,
007-review-7d942f871452a923,review,,kiaⁿ kàu hêk,walked until tired.,249,1,kîaⁿ kàu hêk,,true,pending,
007-review-dc31e123dc8d1ca7,review,,kàu a m̄ kàu?,there enough of it?,249,1,,Is there enough of it?,true,pending,
007-review-e336bb4160bca2d8,review,,lṳ́ àiⁿ kàu tī kó̤?,Whither are you going?,249,1,lṳ́ àiⁿ kàu tī kò̤ ?,,true,pending,
007-review-5f849a8af20121ba,review,,siu-sîp káu iap-thiap iap-thiap,arranged in the neatest manner.,249,1,siu-sîp kàu iap-thiap iap-thiap,,true,pending,
007-reading-bf4a94f0348d6cfa,reading,,i său kùe i kâi kău hŭi,he has experienced his magnanimity; he has received a liberal donation from him.,250,1,i sĭu kùe i kâi kău hŭi,,true,pending,
007-reading-2f8c9daa6501461d,reading,,kauh kàu thăng kîeh cū phùa,"it has become so tender by long continued dampness that, if you touch it, it tears.",250,1,kauh kàu thăng tîeh cū phùa,,true,pending,
007-reading-68b5a38383f72bfb,reading,,khang kâu kâi tó̤d phò kha khṳt cîⁿ,one who leads a monkey about is before the shop begging cash.,250,1,khang kâu kâi tó̤ phò kha khṳt cîⁿ,,true,pending,
007-review-f9dc07bd01338df1,review,,"hín-khek íⁿ-keng cîaⁿ ke, cîaⁿ tàu",has now a home of his own.,250,1,"hīn-khek íⁿ-keng cîaⁿ ke, cîaⁿ tàu",,true,pending,
007-review-1aa06640940f1310,review,,tōa kî khṳt i nŏ ē kauh cū bûa,he rolled up the large flag by two sudden jerks.,250,1,tōa kî khṳt i nŏ̤ ē kauh cū bûa,,true,pending,
007-reading-38793dceefd0768f,reading,,ke kŭi nî cū hó̤ chūa bó̤,"in a few years more, he may bring home a wife.",251,1,ke kúi nî cū hó̤ chūa bó̤,,true,pending,
007-reading-bdcbfb289d69bd3b,reading,,cí kâi khiah-kha sĭ sûi nîe kè kâi,this large footed maid came with her mistress when the latter entered the family.,252,1,cí kâi chiah-kha sĭ sûi nîe kè kâi,,true,pending,
007-review-7bd6cebe6ef21077,review,,cí tîo lō kûiⁿ kĕ-kĕ o̤h kîaⁿ,this road is very uneven and difficult to travel.,252,1,cí tîo lō kûiⁿ-kûiⁿ kĕ-kĕ o̤h kîaⁿ,,true,pending,
007-review-65f299f51041d15f,review,,háiⁿ m̄ kàu kè,paid less than the price.,252,1,hâiⁿ m̄ kàu kè,,true,pending,
007-review-5c0662accf0bb432,review,,i kâi khek chie lâi ŭ kûiⁿ ŭ kĕ hó̤ thiaⁿ,"he chants his ballads in diverse notes, pleasant to the ear.",252,1,i kâi khek chìe lâi ŭ kûiⁿ ŭ kĕ hó̤ thiaⁿ,,true,pending,
007-review-00c9e74b10893fbf,review,,i kâi mó̤ⁿ-kha seⁿ khah kĕ,her hair grows too low on her forehead.,252,1,i kâi mô̤ⁿ-kha seⁿ khah kĕ,,true,pending,
007-review-2eb8a7835429a0e9,review,,kè cêk tîo pang-kîe cū hó̤ kîaⁿ kùe khù,lay down a board as a bridge then we can cross over.,252,1,kè cêk tîo pang-kîe cū hó̤ kîaⁿ kùe khṳ̀,,true,pending,
007-review-fce9e8c7f7964521,review,,"kè koi tùe koi pue, kè káu tùe káu cán","if you marry a cock you thereafter fly, if you marry a dog you thereafter trot; the wife takes the social station of her husband.",252,1,"kè koi tùe koi pue, kè káu tùe káu cáu",,true,pending,
007-review-fc08a8f7faaf985f,review,,liah khù taⁿ kê,seized and put in the cangue.,252,1,lîah khṳ̀ taⁿ kê,,true,pending,
007-review-07cce97e4359ad74,review,,sîn-sien lâng līo cíⁿ bí kè,the gods even find it difficult to estimate the rate of exchange and the cost of rice.,252,1,sîn-sien lâng līo cîⁿ bí kè,,true,pending,
007-reading-9c0f6ccab7be804f,reading,,"i sĭ gê-mn̂g kâi keh tîah, in-ûi gō kong sṳ̄ keh-thò̤ kâi",he is a constable who has been dismissed on account of having blundered in public business.,253,1,"i sĭ gê-mn̂g kâi keh hîah, in-ûi gō kong sṳ̄ keh-thò̤ kâi",,true,pending,
007-review-502e2817e8758be3,review,,iⁿ-keng chut keh-tîo lío,has already issued a notice of dismissal.,253,1,íⁿ-keng chut keh-tîo lío,,true,pending,
007-review-11c23148b56af3f1,review,,"kéⁿ tŏ̤ âu-lêng kò̤, bŏi tit lô̤h",stuck in hia throat and would not go down.,253,1,,stuck in his throat and would not go down.,true,pending,
007-review-30499625b5d1a9f3,review,,tìam kit kéⁿ,sweet lime stems.,253,1,tîam kit kéⁿ,,true,pending,
007-reading-b1c340f00029264a,reading,,"i kh̤t nâng kek tīo lío bŏi tit tńg lâi, tó̤ hṳ́-kò̤ sí khṳ̀","being cast off by them, he could not return, and died there.",254,1,"i khṳt nâng kek tīo lío bŏi tit tńg lâi, tó̤ hṳ́-kò̤ sí khṳ̀",,true,pending,
007-review-1f768ce2a2edaaa9,review,,cò cêk keh cêk keh,make spaces divided from each other by straight lines.,254,1,cò̤ cêk keh cêk keh,,true,pending,
007-review-a140c9f9e6097cc8,review,,kêh tîeh i cū m̄ hàuⁿ,if yon are refractory he will not consent.,254,1,,if you are refractory he will not consent.,true,pending,
007-review-283e2a98a08ac412,review,,kò̤-kêh,"to delay, to impede.",254,1,kô̤-kêh,,true,pending,
007-review-9fac9b9e0d95b03a,review,,pàng tŏ̤ tī cék keh?,Which space shall I put it in?,254,1,pàng tŏ̤ tī cêk keh ?,,true,pending,
007-review-d9e20406008f5f2f,review,,tîeh khieh mûeh teh kín cìaⁿ bŏi cáu keh,"you must set something on it, then it will not get out of place.",254,1,tîeh khîeh mûeh teh kín cìaⁿ bŏi cáu keh,,true,pending,
007-review-da68da1c9f3a9b6d,review,,chíaⁿ nâng có̤ phien kek-bûn,ask some one to draw up an exciting proclamation.,255,1,chíaⁿ nâng cò̤ phien kek-bûn,,true,pending,
007-review-593e77a84ab29351,review,,i tó̤ cò̤ îu-kek,he acts as lieutenant colonel.,255,1,,he acts as lieutenant-colonel.,true,pending,
007-review-86582ae0d9299faf,review,,"lâi sie tàu keng, keng thóiⁿ tī-tîang îaⁿ",let us pit ourselves against each other and see who ia the strongest.,255,1,,let us pit ourselves against each other and see who is the strongest.,true,pending,
007-reading-81fe9baaae085082,reading,,i mîaⁿ-ko keng-îong,he is apt in the calculation of ways and means.,256,1,i mîaⁿ-ke keng-îong,,true,pending,
007-reading-7d8aa1adf58f22b1,reading,,thâu hōⁿ kâi tăng keng jîeh cōi kṳn?,How many pounds weight is required to draw the largest of these cross-bows?,256,1,thâu hō̤ kâi tăng keng jîeh cōi kṳn ?,,true,pending,
007-review-c99664f7124a9f2f,review,,cia sĭ thong keng lôk kâi îeh,this medicine is one that goes through all the blood vessels.,256,1,cía sĭ thong keng lôk kâi îeh,,true,pending,
007-review-b372c24890efe6c8,review,,i tó̤ khui keng-ciⁿ phò,he keeps a shop for the sale of bows and arrows.,256,1,i tó̤ khui keng-cìⁿ phò,,true,pending,
007-review-8d9276192c172eea,review,,keng la kàn múaⁿ-múaⁿ,draw a bow to its utmost stretch.,256,1,keng la kàu múaⁿ-múaⁿ,,true,pending,
007-review-7b109ca40a9b89b0,review,,kéng,A prospect; a fine view; a good site; aspecte; circumstances.,256,1,,A prospect; a fine view; a good site; aspect; circumstances.,true,pending,
007-review-54f72d393a35e39c,review,,phah ló̤h né keng,sent to the palace for discarded concubines.,256,1,phah lô̤h né keng,,true,pending,
007-review-eda67ce670f347e6,review,,sĭ úa keng chìu cò̤ kâi,it went through my hands.,256,1,sĭ úa keng chíu cò̤ kâi,,true,pending,
007-review-eebad66a385500eb,review,,"i kâi thiap cò̤-nî chut cò ki-hôk hu, bô̤ chut cò̤ cĭang-ki hu?","How is it that the notice she has issued of her husband's funeral says ""mourning"" instead of ""deep mourning""?",257,1,"i kâi thiap cò̤-nî chut cò̤ ki-hôk hu, bô̤ chut cò̤ cĭang-ki hu ?","How is it that the notice she has issued of her husband's funeral says ""mourning"" instead of ""deep mourning""?",true,pending,
007-reading-88fa6954ace952ad,reading,,"bô̤ lṳ́ cí ki tek-kía̤, cū pâk m̄ cîaⁿ pâi!",And you suppose that if we do not have this little bamboo pole of yours we cannot then make up the raft!,258,1,"bô̤ lṳ́ cí ki tek-kíaⁿ, cū pâk m̄ cîaⁿ pâi !",,true,pending,
007-reading-90aad959df67fb87,reading,,cí ki pîaⁿ-bó ŭ jîeh cōi nâng?,How many men are there in this detachment of troops?,258,1,cí ki piaⁿ-bé ŭ jîeh cōi nâng ?,,true,pending,
007-reading-e103bd380138a11b,reading,,"i ki ke-hú ngĕ căi, cêk ki hó̤ thâi îaⁿ câp ki","his weapons are very hard, so that one of them will outlast ten other ones in a fight.",258,1,"i ki ke-húe ngĕ căi, cêk ki hó̤ thâi îaⁿ câp ki",,true,pending,
007-review-1f7ff6713a4bbd05,review,,cn̂g ki cò̤ cē àn khṳ̀,the whole stick has decayed throughout its length.,258,1,cn̂g ki cò̤ cē àu khṳ̀,,true,pending,
007-review-73f8efc9ff9989c4,review,,cí kò tī sĭ i soiⁿ tiang-sîo kâi chù-ki,this is the site of his former house.,258,1,cí kò̤ tī sĭ i soiⁿ tiang-sî kâi chù-ki,,true,pending,
007-review-a5546b998ed8bdd8,review,,"hâiⁿ kàu taⁿ le, khìam i kâi mih sṳ̄?","having made payments along until now, owes no great amount.",258,1,"hâiⁿ kàu taⁿ le, khìam m̄ ki",,true,pending,
007-review-d8900b149437fd9c,review,,"hṳ́ kâi a-noⁿ-kíaⁿ bô sĭm-mih kṳn-ki, cí kâi a-noⁿ-kíaⁿ kṳn-ki cū kien-kù","that child has not much physical stamina, this one has a constitution that can stand a strain.",258,1,"hṳ́ kâi a-noⁿ-kíaⁿ bô̤ sĭm-mih kṳn-ki, cí kâi a-noⁿ-kíaⁿ kṳn-ki cū kien-kù",,true,pending,
007-review-e4a52670a886f4d1,review,,ki,To ask the spirits to decide; seek counsel or aid of spirits.,258,1,,To ask the spirits to decide; to seek counsel or aid of spirits.,true,pending,
007-review-99efde29fe31cbc9,review,,ki-cí ŭ jieh khuah?,How broad is the base?,258,1,ki-cí ŭ jîeh khuah ?,,true,pending,
007-review-3efed4055f551ff3,review,,ki-hng kâi tī-hng ŭ jieh khuah?,Over how wide a region does the famine extend?,258,1,ki-hng kâi tī-hng ŭ jîeh khuah?,,true,pending,
007-review-b8448443264835c1,review,,"kiaⁿ kàu ki-ki-hu jît-àm thóiⁿ-m̄-kìⁿ lō, cìaⁿ kàu","went on till it was very nearly dark, and we could scarcely see the road, when we arrived.",258,1,"kîaⁿ kàu ki-ki-hu jît-àm thóiⁿ-m̄-kìⁿ lō, cìaⁿ kàu",,true,pending,
007-review-f020a987a12c79c0,review,,"phìn-khîong kâi nâng sĭu ki sĭu hâng, chám căi; pù kâi nâng cū ío kōi, būe ki li cū cìn cîah, bûe hâng li cū cìn i","the poor suffer hunger and cold and are distressed: the rich have an easier time, for before they are hungry food is brought them and before they are cold their clothes made ready for them to put on.",258,1,"phîn-khîong kâi nâng sĭu ki sĭu hâng, chám căi : pù kâi nâng cū ío kōi, būe ki li cū cìn cîah, bûe hâng li cū cìn i",,true,pending,
007-reading-7243d7b52990fdd9,reading,,cang ūe ki-chǹg,jeered at him.,259,1,cang ūe ki-chǹg i,,true,pending,
007-reading-deac950dc9296750,reading,,"cèng cîⁿ m̄ siêh, kí cîⁿ bô̤","if you are not saving of the common fund, your own share will he missing.",259,1,"cèng cîⁿ m̄ sieh, kí cîⁿ bô̤",,true,pending,
007-reading-21a62a0e7db17da8,reading,,kí-lôk cêk chṳ̤̀,honorably recorded in the Civil Office.,259,1,kí-lôk cêk chṳ̀,,true,pending,
007-review-ca8f85cd31335d32,review,,nî iⁿ-keng kîp ki,she is now of a marriageable age.,259,1,nî íⁿ-keng kîp ki,,true,pending,
007-reading-851d4f4a063913b7,reading,,"Stăi-cheng-kok kâi kî-hō̤ sĭ ēng saⁿ-kak n̂g kî, tìn-tang ūe lêng kâi","the Chinese flag is a yellow triangular one, with a dragon in the centre.",260,1,"tăi-cheng-kok kâi kî-hō̤ sĭ ēng saⁿ-kak n̂g kî, tìn-tang ūe lêng kâi",,true,pending,
007-reading-8bf4b077efacf706,reading,,"i âi kî ío tōiⁿ, lṳ́ kâi kî teh i m̄ kùe","he is a better player than you, and you cannot win the game against him.",260,1,"i kâi kî ío tōiⁿ, lṳ́ kâi kî teh i m̄ kùe",,true,pending,
007-reading-f6e6f5b3d79d9e7d,reading,,sí kĭaⁿ sṳ̄ kiaⁿ tèng cò̤-nî kì?,What is written in the scriptures in regard to this?,260,1,cí kĭaⁿ sṳ̄ kiaⁿ tèng cò̤-nî kì ?,,true,pending,
007-reading-e731f31728317a2b,reading,,"sĭ àⁿ teh chĭeⁿ-kî, a teh ûi-kî?",Shall we play chess or draughts?,260,1,"sĭ àiⁿ teh chĭeⁿ-kî, a teh ûi-kî ?",,true,pending,
007-review-369e2034c16190b7,review,,"ki sĭ thóiⁿ-kìn, cò̤-nî m̄ pat i?",Since you have seen him why do you not know him?,260,1,"kì sĭ thóiⁿ-kìⁿ, cò̤-nî m̄ pat i ?",,true,pending,
007-review-a904dc35296e5d58,review,,taⁿ cí cêk tieh kî cū cûah tōa-bó-mûeh,this set of chess-men now lacks ever so many of being complete.,260,1,taⁿ cí cêk tieh kî cū cûah tōa-bó̤-mûeh,,true,pending,
007-reading-987f48f4e3ffb823,reading,,cí kǐaⁿ sṳ̄ tó̤ cí kâi tī-hng sĭ tōa pī-kĭ kái,in this region the utmost pains is taken to avoid doing this.,261,1,cí kĭaⁿ sṳ̄ tó̤ cí kâi tī-hng sĭ tōa pī-kĭ kâi,,true,pending,
007-reading-c6eed7695b098644,reading,,cò̤ mih sṳ̄ to bô̤ kĭ-tǎng,he acts without respect for anybody.,261,1,cò̤ mih sṳ̄ to bô̤ kĭ-tăng,,true,pending,
007-reading-691c8886d5326e70,reading,,hŭam sṳ̄ to tiêh kìⁿ kiⁿ,for everything there must be a perceptible opening.,261,1,hŭam sṳ̄ to tîeh kìⁿ kiⁿ,,true,pending,
007-reading-9e73cd09418506b9,reading,,kî-jîn sǐ hun cò̤ poih kî,the bannermen are divided into eight corps.,261,1,kî-jîn sĭ hun cò̤ poih kî,,true,pending,
007-reading-388d0cf4b2fe4580,reading,,móng jît móng kuaⁿ khṳ̀ pǐ kìⁿ,on a certain day a certain ofiicer was admitted to an audience.,261,1,móng jît móng kuaⁿ khṳ̀ pĭ kìⁿ,,true,pending,
007-reading-17e1116fc3b25408,reading,,úa tâng-cá to hieh-kìⁿ li,a little while ago I saw it in turning over the leaves.,261,1,úa tâng-cá to hien-kìⁿ li,,true,pending,
007-reading-a19c92753383778c,reading,,"ŭ nâng cò̤ cêk kĭaⁿ sṳ̄ cū kĭ cìeⁿ kĭ hìeⁿ, úa li lóng-cóng bô̤ kǐ","some people, in doing things, shun this and shun that in superstitious fear: as for me I do not shrink from doing things at any time whatever.",261,1,"ŭ nâng cò̤ cêk kĭaⁿ sṳ̄ cū kĭ cìeⁿ kĭ hìeⁿ, úa li lóng-cóng bô̤ kĭ",,true,pending,
007-review-3c80ca786f14db72,review,,ci kâi nâng hó̤ kìⁿ-châi,this person has a fine memory.,261,1,cí kâi nâng hó̤ kìⁿ-châi,,true,pending,
007-review-9091d063f91ba7fa,review,,màiⁿ khṳt i kìn tāⁿ khṳ̀,do not err in recording it.,261,1,màiⁿ khṳt i kìⁿ tāⁿ khṳ̀,,true,pending,
007-review-25e6c320288cfbea,review,,móng jît móng kuaⁿ khṳ̀ pǐ kìⁿ,on a certain day a certain ofiicer was admitted to an audience.,261,1,móng jît móng kuaⁿ khṳ̀ pĭ kìⁿ,on a certain day a certain officer was admitted to an audience.,true,pending,
007-review-dc8ab8e82c98f244,review,,"ŭ ā, sĭ lṳ̀ m̄ kìⁿ-tit khṳ́","yes there was some, but you have forgotten it.",261,1,"ŭ ā, sĭ lṳ́ m̄ kìⁿ-tit khṳ̀",,true,pending,
007-reading-d01c1ec22d217727,reading,,kia-jîn phûe châi-cṳ́,a beautiful lady matched with a talented man.,262,1,kia-jîn phùe châi-cṳ́,,true,pending,
007-reading-71456f362d6f2174,reading,,"tŏ̤ tî kîⁿ, tìeⁿhṳ̂","on the margin of the pool, fishing with hook and line.",262,1,"tŏ̤ tî kîⁿ, tìeⁿ hṳ̂",,true,pending,
007-review-23dc4496fca23c2f,review,,kò kía,ask leave of absence.,262,1,kò̤ kía,,true,pending,
007-reading-6a33f3b87cc5bfb7,reading,,i thiaⁿ-tîeh sim sĭ kiaⁿ-hâi,when she heard it she was very much startled.,263,1,i thiaⁿ-tîeh sĭm sĭ kiaⁿ-hâi,,true,pending,
007-reading-f863b94b0896c7da,reading,,"lú àiⁿ kìa sìn khṳ̀ chù mē? àiⁿ li, úa kò̤ sìn thòa kìa lṳ́","Are you going to send a letter home? If so, I will send one along with it.",263,1,"lṳ́ àiⁿ kìa sìn khṳ̀ chù mē ? àiⁿ li, úa kò̤ sìn thòa kìa lṳ́",,true,pending,
007-reading-8795f0e07ffbdb88,reading,,kiaⁿ kàu îang pûah lô̤h,so frightened that she fell down in a swoon.,264,1,kiaⁿ kàu îang pûah lô̤h khṳ̀,,true,pending,
007-reading-f0532d63fcd389cb,reading,,sang kha kíakíaⁿ ìuⁿ-ìuⁿ,very small feet.,264,1,sang kha kíaⁿ ìuⁿ-ìuⁿ,,true,pending,
007-review-5a0ac128d9ecb5a4,review,,ah kíaⁿ,a duckling.,264,1,,a ducking.,true,pending,
007-review-237daa40ca3accc1,review,,cìe-siu kìaⁿ,a looking-glass.,264,1,cìe-sin kìaⁿ,,true,pending,
007-review-cfba2cbc897eb347,review,,"i bô táⁿ, ùi-kiaⁿ",he is easily frightened.,264,1,"i bô̤ táⁿ, ùi-kiaⁿ",,true,pending,
007-reading-e4c19edad23e309d,reading,,būe ô̤h kîaⁿ soiⁿ ô̤ pue,learn to fly before learning to walk.,265,1,būe ô̤h kîaⁿ soiⁿ ô̤h pue,,true,pending,
007-reading-18db5fc77d70c9c3,reading,,kha thìaⁿ bōi kîaⁿ,has a sore foot and cannot walk.,265,1,kha thìaⁿ bŏi kîaⁿ,,true,pending,
007-review-a6c75e3dccfc8b81,review,,cí kâi sṳ̂ kîaⁿ m̄ khṳ̀,this cannot be effected.,265,1,cí kâi sṳ̄ kîaⁿ m̄ khṳ̀,,true,pending,
007-review-6eb6f26eaafea3a5,review,,cí kĭaⁿ sū chíaⁿ tī-tîang chut lâi kîaⁿ?,Whom will you invite to take the lead in this matter?,265,1,cí kĭaⁿ sṳ̄ chíaⁿ tī-tîang chut lâi kîaⁿ ?,,true,pending,
007-review-ba0d7721ff00e202,review,,i kâi ṳ̄ kĭaⁿ cōi,he has much business.,265,1,i kâi sṳ̄ kĭaⁿ cōi,,true,pending,
007-review-a67bdd7dc24ab42a,review,,kìaⁿ bô̤ ŭa-hn̆g,had not gone far.,265,1,kîaⁿ bô̤ ŭa-hn̆g,,true,pending,
007-review-11ccd52c0a34c4c3,review,,kîaⁿ hoh hn̆g,walked a great distance.,265,1,kîaⁿ ho̤h hn̆g,,true,pending,
007-review-9d3a8ff42a0c636a,review,,kîaⁿ kè kâi jit-cí,the wedding day.,265,1,kîaⁿ kè kâi jît-cí,,true,pending,
007-review-01bed10ac244c80f,review,,"lṳ́ sĭ pō kîaⁿ lâi, a sĭ cŏ̤ kîe kîaⁿ?","Did you come on foot, or in a chair?",265,1,"lṳ́ sĭ pō kîaⁿ lâi, a sĭ cŏ̤ kīe lâi ?",,true,pending,
007-review-a5750ee1c80babff,review,,lṳ́ àiⁿ bói kàu kĭaⁿ li cū sǹg phîⁿ cē,if you are going to buy the whole lot I will let you have them a little cheaper.,265,1,lṳ́ àiⁿ bói kàu kĭaⁿ li cū sǹg phīⁿ cē,,true,pending,
007-review-fc52f3f635966d25,review,,úa thiaⁿ-kìⁿ cí kĭaⁿ sṳ̄ sĭ chíaⁿ móng kong-chin chut lâi ⁿ tît lío,I heard that this matter had been placed in the hands of a certain middle-man and that he had settled it.,265,1,úa thiaⁿ-kìⁿ cí kĭaⁿ sṳ̄ sĭ chíaⁿ móng kong-chin chut lâi kîaⁿ tît lío,,true,pending,
007-reading-f094704728ea81c9,reading,,m̄ cai kíam-tiám khṳ̀,did not think to look them over carefully and mark them.,266,1,m̄ cai kíam-tíam khṳ̀,,true,pending,
007-reading-8f34b08a71e8ae8f,reading,,phìa cêk ūi tăi-chîu tó̤ kàm-tok sio-kíam,depute a nobleman to oversee the search of the persons of the candidates for admission to the examinations.,266,1,phài cêk ūi tăi-chîn tó̤ kàm-tok sio-kíam,,true,pending,
007-reading-8c45b37151efcba4,reading,,tó̤ hṳ́-kò̤ kiah ŭ kîeh cōi ngṳ̂n?,How much money did he get there ?,266,1,tó̤ hṳ́-kò̤ kiah ŭ jîeh cōi ngṳ̂n ?,,true,pending,
007-review-bd19bb14863cf050,review,,bò̤ ke bô̤ kíam,neither more nor less.,266,1,bô̤ ke bô̤ kíam,,true,pending,
007-review-ad73e1b79f189667,review,,ciap kîah kha,put a new sipport under the patten.,266,1,,put a new support under the patten.,true,pending,
007-review-b15c801cb35ae3a8,review,,cìeⁿ-seⁿ kiam-kíam to m̄ kíam,pinching and scrimping thus does not diminish it a particle.,266,1,cìeⁿ-seⁿ kíam-kíam to m̄ kíam,,true,pending,
